,POC_ID
2348,2314
2349,2315
2350,2316
2351,2317
2352,2318
2353,2319
2354,2320
2355,2321
2356,2322
2357,2323
2358,2324
2359,2325
2360,2326
2361,2327
2362,2328
2363,2329
2364,2330
2365,2331
2366,2332
2367,2333
2368,2334
2369,2335
2370,2336
2371,2337
2372,2338
2373,2339
2374,2340
2375,2341
2376,2342
2377,2343
2378,2344
2379,2345
2380,2346
2381,2347
2382,2348
2383,2349
2384,2350
2385,2351
2386,2352
2387,2353
2388,2354
2389,2355
2390,2356
2391,2357
2392,2358
2393,2359
2394,2360
2395,2361
2396,2362
2397,2363
2398,2364
2399,2365
2400,2366
2401,2367
2402,2368
2403,2369
2404,2370
2405,2371
2406,2372
2407,2373
2408,2374
2409,2375
2410,2376
2411,2377
2412,2378
2413,2379
2414,2380
2415,2381
2416,2382
2417,2383
2418,2384
2419,2385
2420,2386
2421,2387
2422,2388
2423,2389
2424,2390
2425,2391
2426,2392
2427,2393
2428,2394
2429,2395
2430,2396
2431,2397
2432,2398
2433,2399
2434,2400
2435,2401
2436,2402
2437,2403
2438,2404
2439,2405
2440,2406
2441,2407
2442,2408
2443,2409
2444,2410
2445,2411
2446,2412
2447,2413
2448,2414
2449,2415
2450,2416
2451,2417
2452,2418
2453,2419
2454,2420
2455,2421
2456,2422
2457,2423
2458,2424
2459,2425
2460,2426
2461,2427
2462,2428
2463,2429
2464,2430
2465,2431
2466,2432
2467,2433
2468,2434
2469,2435
2470,2436
2471,2437
2472,2438
2473,2439
2474,2440
2475,2441
2476,2442
2477,2443
2478,2444
2479,2445
2480,2446
2481,2447
2482,2448
2483,2449
2484,2450
2485,2451
2486,2452
2487,2453
2488,2454
2489,2455
2490,2456
2491,2457
2492,2458
2493,2459
2494,2460
2495,2461
2496,2462
2497,2463
2498,2464
2499,2465
2500,2466
2501,2467
2502,2468
2503,2469
2504,2470
2505,2471
2506,2472
2507,2473
2508,2474
2509,2475
2510,2476
2511,2477
2512,2478
2513,2479
2514,2480
2515,2481
2516,2482
2517,2483
2518,2484
2519,2485
2520,2486
2521,2487
2522,2488
2523,2489
2524,2490
2525,2491
2526,2492
2527,2493
2528,2494
2529,2495
2530,2496
2531,2497
2532,2498
2533,2499
2534,2500
2535,2501
2536,2502
2537,2503
2538,2504
2539,2505
2540,2506
2541,2507
2542,2508
2543,2509
2544,2510
2545,2511
2546,2512
2547,2513
2548,2514
2549,2515
2550,2516
2551,2517
2552,2518
2553,2519
2554,2520
2555,2521
2556,2522
2557,2523
2558,2524
2559,2525
2560,2526
2561,2527
2562,2528
2563,2529
2564,2530
2565,2531
2566,2532
2567,2533
2568,2534
2569,2535
2570,2536
2571,2537
2572,2538
2573,2539
2574,2540
2575,2541
2576,2542
2577,2543
2578,2544
2579,2545
2580,2546
2581,2547
2582,2548
2583,2549
2584,2550
2585,2551
2586,2552
2587,2553
2588,2554
2589,2555
2590,2556
2591,2557
2592,2558
2593,2559
2594,2560
2595,2561
2596,2562
2597,2563
2598,2564
2599,2565
2600,2566
2601,2567
2602,2568
2603,2569
2604,2570
2605,2571
2606,2572
2607,2573
2608,2574
2609,2575
2610,2576
2611,2577
2612,2578
2613,2579
2614,2580
2615,2581
2616,2582
2617,2583
2618,2584
2619,2585
2620,2586
2621,2587
2622,2588
2623,2589
2624,2590
2625,2591
2626,2592
2627,2593
2628,2594
2629,2595
2630,2596
2631,2597
2632,2598
2633,2599
2634,2600
2635,2601
2636,2602
2637,2603
2638,2604
2639,2605
2640,2606
2641,2607
2642,2608
2643,2609
2644,2610
2645,2611
2646,2612
2647,2613
2648,2614
2649,2615
2650,2616
2651,2617
2652,2618
2653,2619
2654,2620
2655,2621
2656,2622
2657,2623
2658,2624
2659,2625
2660,2626
2661,2627
2662,2628
2663,2629
2664,2630
2665,2631
2666,2632
2667,2633
2668,2634
2669,2635
2670,2636
2671,2637
2672,2638
2673,2639
2674,2640
2675,2641
2676,2642
2677,2643
2678,2644
2679,2645
2680,2646
2681,2647
2682,2648
2683,2649
2684,2650
2685,2651
2686,2652
2687,2653
2688,2654
2689,2655
2690,2656
2691,2657
2692,2658
2693,2659
2694,2660
2695,2661
2696,2662
2697,2663
2698,2664
2699,2665
2700,2666
2701,2667
2702,2668
2703,2669
2704,2670
2705,2671
2706,2672
2707,2673
2708,2674
2709,2675
2710,2676
2711,2677
2712,2678
2713,2679
2714,2680
2715,2681
2716,2682
2717,2683
2718,2684
2719,2685
2720,2686
2721,2687
2722,2688
2723,2689
2724,2690
2725,2691
2726,2692
2727,2693
2728,2694
2729,2695
2730,2696
2731,2697
2732,2698
2733,2699
2734,2700
2735,2701
2736,2702
2737,2703
2738,2704
2739,2705
2740,2706
2741,2707
2742,2708
2743,2709
2744,2710
2745,2711
2746,2712
2747,2713
2748,2714
2749,2715
2750,2716
2751,2717
2752,2718
2753,2719
2754,2720
2755,2721
2756,2722
2757,2723
2758,2724
2759,2725
2760,2726
2761,2727
2762,2728
2763,2729
2764,2730
2765,2731
2766,2732
2767,2733
2768,2734
2769,2735
2770,2736
2771,2737
2772,2738
2773,2739
2774,2740
2775,2741
2776,2742
2777,2743
2778,2744
2779,2745
2780,2746
2781,2747
2782,2748
2783,2749
2784,2750
2785,2751
2786,2752
2787,2753
2788,2754
2789,2755
2790,2756
2791,2757
2792,2758
2793,2759
2794,2760
2795,2761
2796,2762
2797,2763
2798,2764
2799,2765
2800,2766
2801,2767
2802,2768
2803,2769
2804,2770
2805,2771
2806,2772
2807,2773
2808,2774
2809,2775
2810,2776
2811,2777
2812,2778
2813,2779
2814,2780
2815,2781
2816,2782
2817,2783
2818,2784
2819,2785
2820,2786
2821,2787
2822,2788
2823,2789
2824,2790
2825,2791
2826,2792
2827,2793
2828,2794
2829,2795
2830,2796
2831,2797
2832,2798
2833,2799
2834,2800
2835,2801
2836,2802
2837,2803
2838,2804
2839,2805
2840,2806
2841,2807
2842,2808
2843,2809
2844,2810
2845,2811
2846,2812
2847,2813
2848,2814
2849,2815
2850,2816
2851,2817
2852,2818
2853,2819
2854,2820
2855,2821
2856,2822
2857,2823
2858,2824
2859,2825
2860,2826
2861,2827
2862,2828
2863,2829
2864,2830
2865,2831
2866,2832
2867,2833
2868,2834
2869,2835
2870,2836
2871,2837
2872,2838
2873,2839
2874,2840
2875,2841
2876,2842
2877,2843
2878,2844
2879,2845
2880,2846
2881,2847
2882,2848
2883,2849
2884,2850
2885,2851
2886,2852
2887,2853
2888,2854
2889,2855
2890,2856
2891,2857
2892,2858
2893,2859
2894,2860
2895,2861
2896,2862
2897,2863
2898,2864
2899,2865
2900,2866
2901,2867
2902,2868
2903,2869
2904,2870
2905,2871
2906,2872
2907,2873
2908,2874
2909,2875
2910,2876
2911,2877
2912,2878
2913,2879
2914,2880
2915,2881
2916,2882
2917,2883
2918,2884
2919,2885
2920,2886
2921,2887
2922,2888
2923,2889
2924,2890
2925,2891
2926,2892
2927,2893
2928,2894
2929,2895
2930,2896
2931,2897
2932,2898
2933,2899
2934,2900
2935,2901
2936,2902
2937,2903
2938,2904
2939,2905
2940,2906
2941,2907
2942,2908
2943,2909
2944,2910
2945,2911
2946,2912
2947,2913
2948,2914
2949,2915
2950,2916
2951,2917
2952,2918
2953,2919
2954,2920
2955,2921
2956,2922
2957,2923
2958,2924
2959,2925
2960,2926
2961,2927
2962,2928
2963,2929
2964,2930
2965,2931
2966,2932
2967,2933
2968,2934
2969,2935
2970,2936
2971,2937
2972,2938
2973,2939
2974,2940
2975,2941
2976,2942
2977,2943
2978,2944
2979,2945
2980,2946
2981,2947
2982,2948
2983,2949
2984,2950
2985,2951
2986,2952
2987,2953
2988,2954
2989,2955
2990,2956
2991,2957
2992,2958
2993,2959
2994,2960
2995,2961
2996,2962
2997,2963
2998,2964
2999,2965
