,POC_ID
7230,3441
7231,3442
7232,3443
7233,3444
7234,3445
7235,3446
7236,3447
7237,3448
7238,3449
7239,3450
7240,3451
7241,3452
7242,3453
7243,3454
7244,3455
7245,3456
7246,3457
7247,3458
7248,3459
7249,3460
7250,3461
7251,3462
7252,3463
7253,3464
7254,3465
7255,3466
7256,3467
7257,3468
7258,3469
7259,3470
7260,3471
7261,3472
7262,3473
7263,3474
7264,3475
7265,3476
7266,3477
7267,3478
7268,3479
7269,3480
7270,3481
7271,3482
7272,3483
7273,3484
7274,3485
7275,3486
7276,3487
7277,3488
7278,3489
7279,3490
7280,3491
7281,3492
7282,3493
7283,3494
7284,3495
7285,3496
7286,3497
7287,3498
7288,3499
7289,3500
7290,3501
7291,3502
7292,3503
7293,3504
7294,3505
7295,3506
7296,3507
7297,3508
7298,3509
7299,3510
7300,3511
7301,3512
7302,3513
7303,3514
7304,3515
7305,3516
7306,3517
7307,3518
7308,3519
7309,3520
7310,3521
7311,3522
7312,3523
7313,3524
7314,3525
7315,3526
7316,3527
7317,3528
7318,3529
7319,3530
7320,3531
7321,3532
7322,3533
7323,3534
7324,3535
7325,3536
7326,3537
7327,3538
7328,3539
7329,3540
7330,3541
7331,3542
7332,3543
7333,3544
7334,3545
7335,3546
7336,3547
7337,3548
7338,3549
7339,3550
7340,3551
7341,3552
7342,3553
7343,3554
7344,3555
7345,3556
7346,3557
7347,3558
7348,3559
7349,3560
7350,3561
7351,3562
7352,3563
7353,3564
7354,3565
7355,3566
7356,3567
7357,3568
7358,3569
7359,3570
7360,3571
7361,3572
7362,3573
7363,3574
7364,3575
7365,3576
7366,3577
7367,3578
7368,3579
7369,3580
7370,3581
7371,3582
7372,3583
7373,3584
7374,3585
7375,3586
7376,3587
7377,3588
7378,3589
7379,3590
7380,3591
7381,3592
7382,3593
7383,3594
7384,3595
7385,3596
7386,3597
7387,3598
7388,3599
7389,3600
7390,3601
7391,3602
7392,3603
7393,3604
7394,3605
7395,3606
7396,3607
7397,3608
7398,3609
7399,3610
7400,3611
7401,3612
7402,3613
7403,3614
7404,3615
7405,3616
7406,3617
7407,3618
7408,3619
7409,3620
7410,3621
7411,3622
7412,3623
7413,3624
7414,3625
7415,3626
7416,3627
7417,3628
7418,3629
7419,3630
7420,3631
7421,3632
7422,3633
7423,3634
7424,3635
7425,3636
7426,3637
7427,3638
7428,3639
7429,3640
7430,3641
7431,3642
7432,3643
7433,3644
7434,3645
7435,3646
7436,3647
7437,3648
7438,3649
7439,3650
7440,3651
7441,3652
7442,3653
7443,3654
7444,3655
7445,3656
7446,3657
7447,3658
7448,3659
7449,3660
7450,3661
7451,3662
7452,3663
7453,3664
7454,3665
7455,3666
7456,3667
7457,3668
7458,3669
7459,3670
7460,3671
7461,3672
7462,3673
7463,3674
7464,3675
7465,3676
7466,3677
7467,3678
7468,3679
7469,3680
7470,3681
7471,3682
7472,3683
7473,3684
7474,3685
7475,3686
7476,3687
7477,3688
7478,3689
7479,3690
7480,3691
7481,3692
7482,3693
7483,3694
7484,3695
7485,3696
7486,3697
7487,3698
7488,3699
7489,3700
7490,3701
7491,3702
7492,3703
7493,3704
7494,3705
7495,3706
7496,3707
7497,3708
7498,3709
7499,3710
7500,3711
7501,3712
7502,3713
7503,3714
7504,3715
7505,3716
7506,3717
7507,3718
7508,3719
7509,3720
7510,3721
7511,3722
7512,3723
7513,3724
7514,3725
7515,3726
7516,3727
7517,3728
7518,3729
7519,3730
7520,3731
7521,3732
7522,3733
7523,3734
7524,3735
7525,3736
7526,3737
7527,3738
7528,3739
7529,3740
7530,3741
7531,3742
7532,3743
7533,3744
7534,3745
7535,3746
7536,3747
7537,3748
7538,3749
7539,3750
7540,3751
7541,3752
7542,3753
7543,3754
7544,3755
