,POC_ID
4277,488
4278,489
4279,490
4280,491
4281,492
4282,493
4283,494
4284,495
4285,496
4286,497
4287,498
4288,499
4289,500
4290,501
4291,502
4292,503
4293,504
4294,505
4295,506
4296,507
4297,508
4298,509
4299,510
4300,511
4301,512
4302,513
4303,514
4304,515
4305,516
4306,517
4307,518
4308,519
4309,520
4310,521
4311,522
4312,523
4313,524
4314,525
4315,526
4316,527
4317,528
4318,529
4319,530
4320,531
4321,532
4322,533
4323,534
4324,535
4325,536
4326,537
4327,538
4328,539
4329,540
4330,541
4331,542
4332,543
4333,544
4334,545
4335,546
4336,547
4337,548
4338,549
4339,550
4340,551
4341,552
4342,553
4343,554
4344,555
4345,556
4346,557
4347,558
4348,559
4349,560
4350,561
4351,562
4352,563
4353,564
4354,565
4355,566
4356,567
4357,568
4358,569
4359,570
4360,571
4361,572
4362,573
4363,574
4364,575
4365,576
4366,577
4367,578
4368,579
4369,580
4370,581
4371,582
4372,583
4373,584
4374,585
4375,586
4376,587
4377,588
4378,589
4379,590
4380,591
4381,592
4382,593
4383,594
4384,595
4385,596
4386,597
4387,598
4388,599
4389,600
4390,601
4391,602
4392,603
4393,604
4394,605
4395,606
4396,607
4397,608
4398,609
4399,610
4400,611
4401,612
4402,613
4403,614
4404,615
4405,616
4406,617
4407,618
4408,619
4409,620
4410,621
4411,622
4412,623
4413,624
4414,625
4415,626
4416,627
4417,628
4418,629
4419,630
4420,631
4421,632
4422,633
4423,634
4424,635
4425,636
4426,637
4427,638
4428,639
4429,640
4430,641
4431,642
4432,643
4433,644
4434,645
4435,646
4436,647
4437,648
4438,649
4439,650
4440,651
4441,652
4442,653
4443,654
4444,655
4445,656
4446,657
4447,658
4448,659
4449,660
4450,661
4451,662
4452,663
4453,664
4454,665
4455,666
4456,667
4457,668
4458,669
4459,670
4460,671
4461,672
4462,673
4463,674
4464,675
4465,676
4466,677
4467,678
4468,679
4469,680
4470,681
4471,682
4472,683
4473,684
4474,685
4475,686
4476,687
4477,688
4478,689
4479,690
4480,691
4481,692
4482,693
4483,694
4484,695
4485,696
4486,697
4487,698
4488,699
4489,700
4490,701
4491,702
4492,703
4493,704
4494,705
4495,706
4496,707
4497,708
4498,709
4499,710
4500,711
4501,712
4502,713
4503,714
4504,715
4505,716
4506,717
4507,718
4508,719
4509,720
4510,721
4511,722
4512,723
4513,724
4514,725
4515,726
4516,727
4517,728
4518,729
4519,730
4520,731
4521,732
4522,733
4523,734
4524,735
4525,736
4526,737
4527,738
4528,739
4529,740
4530,741
4531,742
4532,743
4533,744
4534,745
4535,746
4536,747
4537,748
4538,749
4539,750
4540,751
4541,752
4542,753
4543,754
4544,755
4545,756
4546,757
4547,758
4548,759
4549,760
4550,761
4551,762
4552,763
4553,764
4554,765
4555,766
4556,767
4557,768
4558,769
4559,770
4560,771
4561,772
4562,773
4563,774
4564,775
4565,776
4566,777
4567,778
4568,779
4569,780
4570,781
4571,782
4572,783
4573,784
4574,785
4575,786
4576,787
4577,788
4578,789
4579,790
4580,791
4581,792
4582,793
4583,794
4584,795
4585,796
4586,797
4587,798
4588,799
4589,800
4590,801
4591,802
4592,803
4593,804
4594,805
4595,806
4596,807
4597,808
4598,809
4599,810
4600,811
4601,812
4602,813
4603,814
4604,815
4605,816
4606,817
4607,818
4608,819
4609,820
4610,821
4611,822
4612,823
4613,824
4614,825
4615,826
4616,827
4617,828
4618,829
4619,830
4620,831
4621,832
4622,833
4623,834
4624,835
4625,836
4626,837
4627,838
4628,839
4629,840
4630,841
4631,842
4632,843
4633,844
4634,845
4635,846
4636,847
4637,848
4638,849
4639,850
4640,851
4641,852
4642,853
4643,854
4644,855
4645,856
4646,857
4647,858
4648,859
4649,860
4650,861
4651,862
4652,863
4653,864
4654,865
4655,866
4656,867
4657,868
4658,869
4659,870
4660,871
4661,872
4662,873
4663,874
4664,875
4665,876
4666,877
4667,878
4668,879
4669,880
4670,881
4671,882
4672,883
4673,884
4674,885
4675,886
4676,887
4677,888
4678,889
4679,890
4680,891
4681,892
4682,893
4683,894
4684,895
4685,896
4686,897
4687,898
4688,899
4689,900
4690,901
4691,902
4692,903
4693,904
4694,905
4695,906
4696,907
4697,908
4698,909
4699,910
4700,911
4701,912
4702,913
4703,914
4704,915
4705,916
4706,917
4707,918
4708,919
4709,920
4710,921
4711,922
4712,923
4713,924
4714,925
4715,926
4716,927
4717,928
4718,929
4719,930
4720,931
4721,932
4722,933
4723,934
4724,935
4725,936
4726,937
4727,938
4728,939
4729,940
4730,941
4731,942
4732,943
4733,944
4734,945
4735,946
4736,947
4737,948
4738,949
4739,950
4740,951
4741,952
4742,953
4743,954
4744,955
4745,956
4746,957
4747,958
4748,959
4749,960
4750,961
4751,962
4752,963
4753,964
4754,965
4755,966
4756,967
4757,968
4758,969
4759,970
4760,971
4761,972
4762,973
4763,974
4764,975
4765,976
4766,977
4767,978
4768,979
4769,980
4770,981
4771,982
4772,983
4773,984
4774,985
4775,986
4776,987
4777,988
4778,989
4779,990
4780,991
4781,992
4782,993
4783,994
4784,995
4785,996
4786,997
4787,998
4788,999
4789,1000
4790,1001
4791,1002
4792,1003
4793,1004
4794,1005
4795,1006
4796,1007
4797,1008
4798,1009
4799,1010
4800,1011
4801,1012
4802,1013
4803,1014
4804,1015
4805,1016
4806,1017
4807,1018
4808,1019
4809,1020
4810,1021
4811,1022
4812,1023
4813,1024
4814,1025
4815,1026
4816,1027
4817,1028
4818,1029
4819,1030
4820,1031
4821,1032
4822,1033
4823,1034
4824,1035
4825,1036
4826,1037
4827,1038
4828,1039
4829,1040
4830,1041
4831,1042
4832,1043
4833,1044
4834,1045
4835,1046
4836,1047
4837,1048
4838,1049
4839,1050
4840,1051
4841,1052
4842,1053
4843,1054
4844,1055
4845,1056
4846,1057
4847,1058
4848,1059
4849,1060
4850,1061
4851,1062
4852,1063
4853,1064
4854,1065
4855,1066
4856,1067
4857,1068
4858,1069
4859,1070
4860,1071
4861,1072
4862,1073
4863,1074
4864,1075
4865,1076
4866,1077
4867,1078
4868,1079
4869,1080
4870,1081
4871,1082
4872,1083
4873,1084
4874,1085
4875,1086
4876,1087
4877,1088
4878,1089
4879,1090
4880,1091
4881,1092
4882,1093
4883,1094
4884,1095
4885,1096
4886,1097
4887,1098
4888,1099
4889,1100
4890,1101
4891,1102
4892,1103
4893,1104
4894,1105
4895,1106
4896,1107
4897,1108
4898,1109
4899,1110
4900,1111
4901,1112
4902,1113
4903,1114
4904,1115
4905,1116
4906,1117
4907,1118
4908,1119
4909,1120
4910,1121
4911,1122
4912,1123
4913,1124
4914,1125
4915,1126
4916,1127
4917,1128
4918,1129
4919,1130
4920,1131
4921,1132
4922,1133
4923,1134
4924,1135
4925,1136
4926,1137
4927,1138
4928,1139
4929,1140
4930,1141
4931,1142
4932,1143
4933,1144
4934,1145
4935,1146
4936,1147
4937,1148
4938,1149
4939,1150
4940,1151
4941,1152
4942,1153
4943,1154
4944,1155
4945,1156
4946,1157
4947,1158
4948,1159
4949,1160
4950,1161
4951,1162
4952,1163
4953,1164
4954,1165
4955,1166
4956,1167
4957,1168
4958,1169
4959,1170
4960,1171
4961,1172
4962,1173
4963,1174
4964,1175
4965,1176
4966,1177
4967,1178
4968,1179
4969,1180
4970,1181
4971,1182
4972,1183
4973,1184
4974,1185
4975,1186
4976,1187
4977,1188
4978,1189
4979,1190
4980,1191
4981,1192
4982,1193
4983,1194
4984,1195
4985,1196
4986,1197
4987,1198
4988,1199
4989,1200
4990,1201
4991,1202
4992,1203
4993,1204
4994,1205
4995,1206
4996,1207
4997,1208
4998,1209
4999,1210
