,POC_ID
3207,3173
3208,3174
3209,3175
3210,3176
3211,3177
3212,3178
3213,3179
3214,3180
3215,3181
3216,3182
3217,3183
3218,3184
3219,3185
3220,3186
3221,3187
3222,3188
3223,3189
3224,3190
3225,3191
3226,3192
3227,3193
3228,3194
3229,3195
3230,3196
3231,3197
3232,3198
3233,3199
3234,3200
3235,3201
3236,3202
3237,3203
3238,3204
3239,3205
3240,3206
3241,3207
3242,3208
3243,3209
3244,3210
3245,3211
3246,3212
3247,3213
3248,3214
3249,3215
3250,3216
3251,3217
3252,3218
3253,3219
3254,3220
3255,3221
3256,3222
3257,3223
3258,3224
3259,3225
3260,3226
3261,3227
3262,3228
3263,3229
3264,3230
3265,3231
3266,3232
3267,3233
3268,3234
3269,3235
3270,3236
3271,3237
3272,3238
3273,3239
3274,3240
3275,3241
3276,3242
3277,3243
3278,3244
3279,3245
3280,3246
3281,3247
3282,3248
3283,3249
3284,3250
3285,3251
3286,3252
3287,3253
3288,3254
3289,3255
3290,3256
3291,3257
3292,3258
3293,3259
3294,3260
3295,3261
3296,3262
3297,3263
3298,3264
3299,3265
3300,3266
3301,3267
3302,3268
3303,3269
3304,3270
3305,3271
3306,3272
3307,3273
3308,3274
3309,3275
3310,3276
3311,3277
3312,3278
3313,3279
3314,3280
3315,3281
3316,3282
3317,3283
3318,3284
3319,3285
3320,3286
3321,3287
3322,3288
3323,3289
3324,3290
3325,3291
3326,3292
3327,3293
3328,3294
3329,3295
3330,3296
3331,3297
3332,3298
3333,3299
3334,3300
3335,3301
3336,3302
3337,3303
3338,3304
3339,3305
3340,3306
3341,3307
3342,3308
3343,3309
3344,3310
3345,3311
3346,3312
3347,3313
3348,3314
3349,3315
3350,3316
3351,3317
3352,3318
3353,3319
3354,3320
3355,3321
3356,3322
3357,3323
3358,3324
3359,3325
3360,3326
3361,3327
3362,3328
3363,3329
3364,3330
3365,3331
3366,3332
3367,3333
3368,3334
3369,3335
3370,3336
3371,3337
3372,3338
3373,3339
3374,3340
3375,3341
3376,3342
3377,3343
3378,3344
3379,3345
3380,3346
3381,3347
3382,3348
3383,3349
3384,3350
3385,3351
3386,3352
3387,3353
3388,3354
3389,3355
3390,3356
3391,3357
3392,3358
3393,3359
3394,3360
3395,3361
3396,3362
3397,3363
3398,3364
3399,3365
3400,3366
3401,3367
3402,3368
3403,3369
3404,3370
3405,3371
3406,3372
3407,3373
3408,3374
3409,3375
3410,3376
3411,3377
3412,3378
3413,3379
3414,3380
3415,3381
3416,3382
3417,3383
3418,3384
3419,3385
3420,3386
3421,3387
3422,3388
3423,3389
3424,3390
3425,3391
3426,3392
3427,3393
3428,3394
3429,3395
3430,3396
3431,3397
3432,3398
3433,3399
3434,3400
3435,3401
3436,3402
3437,3403
3438,3404
3439,3405
3440,3406
3441,3407
3442,3408
3443,3409
3444,3410
3445,3411
3446,3412
3447,3413
3448,3414
3449,3415
3450,3416
3451,3417
3452,3418
3453,3419
3454,3420
3455,3421
3456,3422
3457,3423
3458,3424
3459,3425
3460,3426
3461,3427
3462,3428
3463,3429
3464,3430
3465,3431
3466,3432
3467,3433
3468,3434
3469,3435
3470,3436
3471,3437
3472,3438
3473,3439
3474,3440
3475,3441
3476,3442
3477,3443
3478,3444
3479,3445
3480,3446
3481,3447
3482,3448
3483,3449
3484,3450
3485,3451
3486,3452
3487,3453
3488,3454
3489,3455
3490,3456
3491,3457
3492,3458
3493,3459
3494,3460
3495,3461
3496,3462
3497,3463
3498,3464
3499,3465
3500,3466
3501,3467
3502,3468
3503,3469
3504,3470
3505,3471
3506,3472
3507,3473
3508,3474
3509,3475
3510,3476
3511,3477
3512,3478
3513,3479
3514,3480
3515,3481
3516,3482
3517,3483
3518,3484
3519,3485
3520,3486
3521,3487
3522,3488
3523,3489
3524,3490
3525,3491
3526,3492
3527,3493
3528,3494
3529,3495
3530,3496
3531,3497
3532,3498
3533,3499
3534,3500
3535,3501
3536,3502
3537,3503
3538,3504
3539,3505
3540,3506
3541,3507
3542,3508
3543,3509
3544,3510
3545,3511
3546,3512
3547,3513
3548,3514
3549,3515
3550,3516
3551,3517
3552,3518
3553,3519
3554,3520
3555,3521
3556,3522
3557,3523
3558,3524
3559,3525
3560,3526
3561,3527
3562,3528
3563,3529
3564,3530
3565,3531
3566,3532
3567,3533
3568,3534
3569,3535
3570,3536
3571,3537
3572,3538
3573,3539
3574,3540
3575,3541
3576,3542
3577,3543
3578,3544
3579,3545
3580,3546
3581,3547
3582,3548
3583,3549
3584,3550
3585,3551
3586,3552
3587,3553
3588,3554
3589,3555
3590,3556
3591,3557
3592,3558
3593,3559
3594,3560
3595,3561
3596,3562
3597,3563
3598,3564
3599,3565
3600,3566
3601,3567
3602,3568
3603,3569
3604,3570
3605,3571
3606,3572
3607,3573
3608,3574
3609,3575
3610,3576
3611,3577
3612,3578
3613,3579
3614,3580
3615,3581
3616,3582
3617,3583
3618,3584
3619,3585
3620,3586
3621,3587
3622,3588
3623,3589
3624,3590
3625,3591
3626,3592
3627,3593
3628,3594
3629,3595
3630,3596
3631,3597
3632,3598
3633,3599
3634,3600
3635,3601
3636,3602
3637,3603
3638,3604
3639,3605
3640,3606
3641,3607
3642,3608
3643,3609
3644,3610
3645,3611
3646,3612
3647,3613
3648,3614
3649,3615
3650,3616
3651,3617
3652,3618
3653,3619
3654,3620
3655,3621
3656,3622
3657,3623
3658,3624
3659,3625
3660,3626
3661,3627
3662,3628
3663,3629
3664,3630
3665,3631
3666,3632
3667,3633
3668,3634
3669,3635
3670,3636
3671,3637
3672,3638
3673,3639
3674,3640
3675,3641
3676,3642
3677,3643
3678,3644
3679,3645
3680,3646
3681,3647
3682,3648
3683,3649
3684,3650
3685,3651
3686,3652
3687,3653
3688,3654
3689,3655
3690,3656
3691,3657
3692,3658
3693,3659
3694,3660
3695,3661
3696,3662
3697,3663
3698,3664
3699,3665
3700,3666
3701,3667
3702,3668
3703,3669
3704,3670
3705,3671
3706,3672
3707,3673
3708,3674
3709,3675
3710,3676
3711,3677
3712,3678
3713,3679
3714,3680
3715,3681
3716,3682
3717,3683
3718,3684
3719,3685
3720,3686
3721,3687
3722,3688
3723,3689
3724,3690
3725,3691
3726,3692
3727,3693
3728,3694
3729,3695
3730,3696
3731,3697
3732,3698
3733,3699
3734,3700
3735,3701
3736,3702
3737,3703
3738,3704
3739,3705
3740,3706
3741,3707
3742,3708
3743,3709
3744,3710
3745,3711
3746,3712
3747,3713
3748,3714
3749,3715
3750,3716
3751,3717
3752,3718
3753,3719
3754,3720
3755,3721
3756,3722
3757,3723
3758,3724
3759,3725
3760,3726
3761,3727
3762,3728
3763,3729
3764,3730
3765,3731
3766,3732
3767,3733
3768,3734
3769,3735
3770,3736
3771,3737
3772,3738
3773,3739
3774,3740
3775,3741
3776,3742
3777,3743
3778,3744
3779,3745
3780,3746
3781,3747
3782,3748
3783,3749
3784,3750
3785,3751
3786,3752
3787,3753
3788,3754
3789,3755
3790,1
3791,2
3792,3
3793,4
3794,5
3795,6
3796,7
3797,8
3798,9
3799,10
3800,11
3801,12
3802,13
3803,14
3804,15
3805,16
3806,17
3807,18
3808,19
3809,20
3810,21
3811,22
3812,23
3813,24
3814,25
3815,26
3816,27
3817,28
3818,29
3819,30
3820,31
3821,32
3822,33
3823,34
3824,35
3825,36
3826,37
3827,38
3828,39
3829,40
3830,41
3831,42
3832,43
3833,44
3834,45
3835,46
3836,47
3837,48
3838,49
3839,50
3840,51
3841,52
3842,53
3843,54
3844,55
3845,56
3846,57
3847,58
3848,59
3849,60
3850,61
3851,62
3852,63
3853,64
3854,65
3855,66
3856,67
3857,68
3858,69
3859,70
3860,71
3861,72
3862,73
3863,74
3864,75
3865,76
3866,77
3867,78
3868,79
3869,80
3870,81
3871,82
3872,83
3873,84
3874,85
3875,86
3876,87
3877,88
3878,89
3879,90
3880,91
3881,92
3882,93
3883,94
3884,95
3885,96
3886,97
3887,98
3888,99
3889,100
3890,101
3891,102
3892,103
3893,104
3894,105
3895,106
3896,107
3897,108
3898,109
3899,110
3900,111
3901,112
3902,113
3903,114
3904,115
3905,116
3906,117
3907,118
3908,119
3909,120
3910,121
3911,122
3912,123
3913,124
3914,125
3915,126
3916,127
3917,128
3918,129
3919,130
3920,131
3921,132
3922,133
3923,134
3924,135
3925,136
3926,137
3927,138
3928,139
3929,140
3930,141
3931,142
3932,143
3933,144
3934,145
3935,146
3936,147
3937,148
3938,149
3939,150
3940,151
3941,152
3942,153
3943,154
3944,155
3945,156
3946,157
3947,158
3948,159
3949,160
3950,161
3951,162
3952,163
3953,164
3954,165
3955,166
3956,167
3957,168
3958,169
3959,170
3960,171
3961,172
3962,173
3963,174
3964,175
3965,176
3966,177
3967,178
3968,179
3969,180
3970,181
3971,182
3972,183
3973,184
3974,185
3975,186
3976,187
3977,188
3978,189
3979,190
3980,191
3981,192
3982,193
3983,194
3984,195
3985,196
3986,197
3987,198
3988,199
3989,200
3990,201
3991,202
3992,203
3993,204
3994,205
3995,206
3996,207
3997,208
3998,209
3999,210
